Refseq accn,Genbank accn,Organism name,TaxID
PRJNA222817,PRJEB4165,Campylobacter jejuni 4031,1347340
PRJNA222818,PRJEB4149,Salmonella enterica subsp. enterica serovar Typhimurium str. DT2,568709
PRJNA222819,PRJEB625,Vibrio nigripulchritudo SnF1,1260221
PRJNA222820,PRJEB4411,Rhizobium sp. IRBG74,424182
PRJNA222821,PRJDB572,Halyomorpha halys symbiont,1235990
PRJNA222822,PRJDB689,Streptococcus dysgalactiae subsp. equisimilis 167,1247189
PRJNA222823,PRJEB1741,Acholeplasma brassicae 0502,1318465
PRJNA222824,PRJEB1742,Acholeplasma palmae J233,1318466
PRJNA222902,PRJNA205336,Ochrobactrum intermedium 229E,1337887
PRJNA222903,PRJNA208628,Vibrio cyclitrophicus FF75,1136163
PRJNA222904,PRJNA212435,Rhodobacteraceae bacterium HIMB11,1366046
PRJNA222905,PRJNA206997,Acinetobacter nosocomialis M2,1343071
PRJNA222906,PRJNA218060,Brucella abortus S99,1397701
PRJNA222907,PRJNA188779,Helicobacter pylori CG-IMSS-2012,1292040
PRJNA222908,PRJNA219181,Vibrio mimicus CAIM 1883,1400798
PRJNA222909,PRJNA219179,Vibrio mimicus CAIM 1882,1400797
PRJNA222912,PRJNA219509,Rhodonellum psychrophilum GCM71 = DSM 17998,1123057
PRJNA222913,PRJNA85823,Peptoclostridium difficile DA00130,1151324
PRJNA222914,PRJNA86005,Peptoclostridium difficile P33,1151415
PRJNA222915,PRJNA86009,Peptoclostridium difficile P41,1151417
PRJNA222916,PRJNA86013,Peptoclostridium difficile P37,1151419
PRJNA222917,PRJNA86039,Peptoclostridium difficile P64,1151431
PRJNA222918,PRJNA86041,Peptoclostridium difficile P68,1151432
PRJNA222919,PRJNA175462,Peptoclostridium difficile F665,1232197
PRJNA222920,PRJNA86031,Peptoclostridium difficile P53,1151427
PRJNA222921,PRJNA219446,Brucella abortus 82,1401691
PRJNA222922,PRJNA218523,Brevibacillus laterosporus PE36,1399144
PRJNA222923,PRJNA215704,Caldanaerobacter subterraneus subsp. yonseiensis KB-1,1388761
PRJNA222927,PRJEB557,Vibrio nigripulchritudo MADA3029,1238444
PRJNA222929,PRJEB558,Vibrio nigripulchritudo Pon4,1238445
PRJNA222930,PRJEB559,Vibrio nigripulchritudo SFn27,1238446
PRJNA222931,PRJEB560,Vibrio nigripulchritudo SFn118,1238447
PRJNA222932,PRJEB561,Vibrio nigripulchritudo SFn135,1238448
PRJNA222933,PRJEB562,Vibrio nigripulchritudo SO65,1238449
PRJNA222934,PRJEB563,Vibrio nigripulchritudo SOn1,1238450
PRJNA222935,PRJEB564,Vibrio nigripulchritudo Wn13,1238451
PRJNA222937,PRJEB551,Vibrio nigripulchritudo AM115,1238430
PRJNA222938,PRJEB552,Vibrio nigripulchritudo BLFn1,1238431
PRJNA222939,PRJEB553,Vibrio nigripulchritudo ENn2,1238432
PRJNA222940,PRJEB554,Vibrio nigripulchritudo FTn2,1238441
PRJNA222941,PRJEB188,Peptoclostridium difficile T5,1215059
PRJNA222942,PRJEB189,Peptoclostridium difficile T20,1215060
PRJNA222943,PRJEB191,Peptoclostridium difficile E10,1215061
PRJNA222970,PRJNA209420,Coprobacter fastidiosus NSB1,1349822
PRJNA222971,PRJNA202242,Pantoea ananatis BRT175,1332074
PRJNA222972,PRJNA202241,Pantoea agglomerans Tx10,1332072
PRJNA222973,PRJNA196392,Rubidibacter lacunae KORDI 51-2,582515
PRJNA222974,PRJNA190104,Rhodococcus equi NBRC 101255 = C 7,1219013
PRJNA223021,PRJNA177782,Klebsiella pneumoniae CG43,1244085
PRJNA223022,PRJEB4505,Acinetobacter baumannii 107m,1149135
PRJNA223183,PRJNA196671,Wolbachia pipientis wMelPop,1317678
PRJNA223184,PRJNA165051,Bacillus marmarensis DSM 21297,1188261
PRJNA223185,PRJNA78331,Salmonella enterica subsp. enterica serovar Kentucky str. 13562,1124950
PRJNA223186,PRJNA78333,Salmonella enterica subsp. enterica serovar Kentucky str. 29166,1124951
PRJNA223187,PRJNA78335,Salmonella enterica subsp. enterica serovar Kentucky str. 22694,1124952
PRJNA223188,PRJNA78337,Salmonella enterica subsp. enterica serovar Kentucky str. N312,1124953
PRJNA223189,PRJNA78339,Salmonella enterica subsp. enterica serovar Kentucky str. 20793,1124954
PRJNA223190,PRJNA78359,Salmonella enterica subsp. enterica serovar Newport str. #11-4,1127353
PRJNA223191,PRJNA78361,Salmonella enterica subsp. enterica serovar Newport str. #11-3,1127354
PRJNA223192,PRJNA78363,Salmonella enterica subsp. enterica serovar Newport str. #11-2,1127355
PRJNA223193,PRJNA78371,Salmonella enterica subsp. enterica serovar Typhimurium str. 34502,1124971
PRJNA223194,PRJNA78373,Salmonella enterica subsp. enterica serovar Typhimurium str. 35423,1124972
PRJNA223196,PRJNA214029,Klebsiella pneumoniae 303K,1381121
PRJNA223253,PRJNA168349,Dickeya solani D s0432-1,1231725
PRJNA223254,PRJNA195589,Chitinivibrio alkaliphilus ACht1,1313304
PRJNA223255,PRJNA78375,Salmonella enterica subsp. enterica serovar Typhimurium str. 36618,1124973
PRJNA223256,PRJNA209589,Lactobacillus plantarum WJL,1350466
PRJNA223257,PRJNA215329,Pseudomonas sp. CMAA1215,1387231
PRJNA223258,PRJNA63875,Vibrio cholerae HC-36A1,991934
PRJNA223259,PRJNA202025,Klebsiella pneumoniae BIDMC 18C,1328414
PRJNA223260,PRJNA202020,Klebsiella pneumoniae BIDMC 16,1328411
PRJNA223261,PRJNA202016,Klebsiella pneumoniae BIDMC 12C,1328408
PRJNA223262,PRJNA201983,Escherichia coli BWH 24,1328435
PRJNA223263,PRJNA202029,Escherichia coli BIDMC 19C,1328445
PRJNA223264,PRJNA201923,Enterobacter sp. MGH 8,1329817
PRJNA223265,PRJNA201929,Enterobacter sp. MGH 14,1329823
PRJNA223284,PRJNA217481,Clostridium saccharobutylicum DSM 13864,1345695
PRJNA223285,PRJDB81,Streptococcus anginosus subsp. whileyi MAS624,1353243
PRJNA223286,PRJDB1443,Adlercreutzia equolifaciens DSM 19450,1384484
PRJNA223287,PRJEB1666,Salmonella enterica subsp. enterica serovar Typhimurium str. DT104,85569
PRJNA223288,PRJEB4153,Listeria monocytogenes EGD,1334565
PRJNA223299,PRJEB1109,Salmonella enterica subsp. enterica serovar Agona str. 47.E.09,1265654
PRJNA223305,PRJNA53577,Guillardia theta CCMP2712,905079
PRJNA223358,PRJNA41923,Salmonella enterica subsp. enterica serovar Typhimurium str. CDC_2009K1288,1262136
PRJNA223359,PRJNA53269,Salmonella enterica subsp. enterica serovar Typhimurium str. CDC_2009K1158,891421
PRJNA223360,PRJNA53271,Salmonella enterica subsp. enterica serovar Typhimurium str. CDC_2009K1283,891422
PRJNA223361,PRJNA53273,Salmonella enterica subsp. enterica serovar Typhimurium str. CDC_2009K1277,891423
PRJNA223362,PRJNA213287,Lactobacillus casei 5b,1378069
PRJNA223378,PRJNA61809,Candidatus Symbiobacter mobilis CR,946483
PRJNA223379,PRJNA219646,Mycoplasma parvum str. Indiana,1403316
PRJNA223657,PRJNA45853,Chlorella variabilis,554065
PRJNA223658,PRJNA217943,beach sand metagenome,412757
PRJNA223659,PRJNA201408,Yersinia pestis 9,755896
PRJNA223660,PRJNA201413,Yersinia pestis S3,1330536
PRJNA223661,PRJNA201414,Yersinia pestis 24H,1330537
PRJNA223666,PRJNA207334,Bubalus bubalis,89462
PRJNA224251,PRJNA214027,Streptococcus sp. I-G2,1156431
PRJNA224252,PRJNA214028,Streptococcus sp. I-P16,1156433
PRJNA224253,PRJNA222289,Mesoplasma florum W37,1406864
PRJNA224257,PRJNA201410,Yersinia pestis 113,1330535
PRJNA224258,PRJNA221573,Staphylococcus simulans UMC-CNS-990,1405498
PRJNA224259,PRJNA170372,Corynebacterium sp. KPL2004,1203632
PRJNA224260,PRJNA170367,Corynebacterium sp. KPL1998,1203627
PRJNA224261,PRJNA170365,Corynebacterium sp. KPL1996,1203625
PRJNA224262,PRJNA170364,Corynebacterium sp. KPL1995,1203624
PRJNA224263,PRJNA170362,Corynebacterium sp. KPL1989,1203622
PRJNA224264,PRJNA170359,Corynebacterium sp. KPL1986,1203619
PRJNA224265,PRJNA169447,Corynebacterium sp. KPL1860,1203567
PRJNA224266,PRJNA169446,Corynebacterium sp. KPL1859,1203566
PRJNA224267,PRJNA169444,Corynebacterium sp. KPL1857,1203564
PRJNA224268,PRJNA169443,Corynebacterium sp. KPL1856,1203563
PRJNA224269,PRJNA169442,Corynebacterium sp. KPL1855,1203562
PRJNA224270,PRJNA169441,Corynebacterium sp. KPL1824,1203561
PRJNA224271,PRJNA169440,Corynebacterium sp. KPL1821,1203560
PRJNA224272,PRJNA169439,Corynebacterium sp. KPL1818,1203559
PRJNA224273,PRJNA169438,Corynebacterium sp. KPL1817,1203558
PRJNA224274,PRJNA169437,Corynebacterium sp. KPL1814,1203557
PRJNA224275,PRJNA170375,Propionibacterium sp. KPL2009,1203635
PRJNA224276,PRJNA170374,Propionibacterium sp. KPL2008,1203634
PRJNA224277,PRJNA170373,Propionibacterium sp. KPL2005,1203633
PRJNA224278,PRJNA170371,Propionibacterium sp. KPL2003,1203631
PRJNA224279,PRJNA170369,Propionibacterium sp. KPL2000,1203629
PRJNA224280,PRJNA169466,Propionibacterium sp. KPL1854,1203577
PRJNA224281,PRJNA169465,Propionibacterium sp. KPL1852,1203576
PRJNA224282,PRJNA169464,Propionibacterium sp. KPL1849,1203575
PRJNA224283,PRJNA169463,Propionibacterium sp. KPL1847,1203574
PRJNA224284,PRJNA169462,Propionibacterium sp. KPL1844,1203573
PRJNA224285,PRJNA213741,Brucella abortus BC95,1328361
PRJNA224288,PRJNA169461,Propionibacterium sp. KPL1838,1203572
PRJNA224289,PRJNA197118,Fusobacterium nucleatum CTI-7,1316588
PRJNA224290,PRJNA197117,Fusobacterium nucleatum CTI-6,1316587
PRJNA224291,PRJNA197116,Fusobacterium nucleatum CTI-5,1316586
PRJNA224292,PRJNA170358,Fusobacterium nucleatum CTI-3,1204476
PRJNA224293,PRJNA170357,Fusobacterium nucleatum CTI-2,1204475
PRJNA224294,PRJNA170356,Fusobacterium nucleatum CTI-1,1204474
PRJNA224295,PRJNA216997,Enterococcus faecalis BM4654,1391469
PRJNA224296,PRJNA216996,Enterococcus faecalis BM4539,1391468
PRJNA224297,PRJNA216995,Enterococcus faecalis JH2-2,1320322
PRJNA224298,PRJNA216994,Enterococcus faecium BM4538,1391467
PRJNA224299,PRJNA216993,Enterococcus faecium NEF1,1391466
PRJNA224300,PRJNA216992,Enterococcus faecium 10/96A,1391465
PRJNA224301,PRJNA215811,Photorhabdus temperata J3,1389415
PRJNA224302,PRJNA215701,Pseudomonas putida SJ3,1388760
PRJNA224372,PRJNA73791,Nannochloropsis gaditana CCMP526,1093141
PRJNA224710,PRJNA210739,Cetobacterium somerae ATCC BAA-474,1319815
PRJNA224711,PRJNA89631,Megasphaera sp. BV3C16-1,1111454
PRJNA224712,PRJNA89637,Peptoniphilus sp. BV3C26,1111134
PRJNA224713,PRJNA89639,Prevotella sp. BV3P1,1111130
PRJNA224714,PRJNA89635,Peptoniphilus sp. BV3AC2,1111133
PRJNA224729,PRJEB1542,Lactobacillus helveticus CIRM-BIA 953,1226335
PRJNA224730,PRJEB4206,Ruminiclostridium thermocellum BC1,1349417
PRJNA224772,PRJNA205120,Escherichia coli SCD1,1337384
PRJNA224773,PRJNA205121,Escherichia coli SCD2,1337385
PRJNA224774,PRJNA208960,Lyngbya aestuarii BL J,1348334
PRJNA224775,PRJNA215004,Leptolyngbya sp. Heron Island J,1385935
PRJNA224776,PRJNA78617,Streptococcus pyogenes GA40468,1115817
PRJNA224777,PRJNA78619,Streptococcus pyogenes GA19700,1115818
PRJNA224778,PRJNA78621,Streptococcus pyogenes GA41039,1115819
PRJNA224779,PRJNA78623,Streptococcus pyogenes GA41208,1115820
PRJNA224780,PRJNA78625,Streptococcus pyogenes GA40056,1115821
PRJNA224781,PRJNA78627,Streptococcus pyogenes GA41394,1115822
PRJNA224782,PRJNA78629,Streptococcus pyogenes GA40377,1115823
PRJNA224783,PRJNA78631,Streptococcus pyogenes GA03805,1115824
PRJNA224784,PRJNA217072,Brucella abortus 01-4165,1341669
PRJNA224785,PRJNA217071,Brucella melitensis 02-7258,1388745
PRJNA224786,PRJNA217070,Brucella abortus 03-2770-11,1341670
PRJNA224787,PRJNA217069,Brucella abortus 90-12178,1341674
PRJNA224788,PRJNA217068,Brucella suis 06-791-1309,1388744
PRJNA224789,PRJNA217067,Brucella suis 04-0115,1388743
PRJNA224790,PRJNA217066,Brucella abortus 99-9971-159,1341676
PRJNA224791,PRJNA217065,Brucella suis 06-997-1672,1388742
PRJNA224792,PRJNA217064,Brucella abortus 03-4923-239-D,1341671
PRJNA224793,PRJNA217063,Brucella suis 97-9757,1388741
PRJNA224794,PRJNA217062,Brucella melitensis 02-5863-1,1341686
PRJNA224795,PRJNA217061,Brucella abortus 89-2646-1238,1341673
PRJNA224796,PRJNA217060,Brucella sp. 04-5288,1341688
PRJNA224797,PRJNA217059,Brucella melitensis 11-1823-3434,1388740
PRJNA224798,PRJNA217058,Brucella abortus 07-0994-2411,1341672
PRJNA224799,PRJNA217057,Brucella abortus 99-9971-135,1341675
PRJNA224800,PRJNA217056,Brucella canis 96-7258,1341685
PRJNA224801,PRJNA217055,Brucella canis 04-2330-1,1341684
PRJNA224802,PRJNA217054,Brucella suis 06-988-1656,1388739
PRJNA224803,PRJNA219942,Pseudomonas aeruginosa CF614,1402580
PRJNA224804,PRJNA219941,Pseudomonas aeruginosa CF77,1402579
PRJNA224805,PRJNA219940,Pseudomonas aeruginosa C52,1402578
PRJNA224806,PRJNA219939,Pseudomonas aeruginosa C51,1402577
PRJNA224807,PRJNA219938,Pseudomonas aeruginosa C48,1402576
PRJNA224808,PRJNA219937,Pseudomonas aeruginosa C41,1402575
PRJNA224809,PRJNA219936,Pseudomonas aeruginosa C40,1402574
PRJNA224810,PRJNA219935,Pseudomonas aeruginosa C23,1402573
PRJNA224811,PRJNA219934,Pseudomonas aeruginosa C20,1402572
PRJNA224812,PRJNA219933,Pseudomonas aeruginosa M9A.1,1402571
PRJNA224813,PRJNA219932,Pseudomonas aeruginosa M8A.4,1402570
PRJNA224814,PRJNA219931,Pseudomonas aeruginosa M8A.3,1402569
PRJNA224815,PRJNA219930,Pseudomonas aeruginosa M8A.2,1402568
PRJNA224816,PRJNA219929,Pseudomonas aeruginosa M8A.1,1402567
PRJNA224817,PRJNA219928,Pseudomonas aeruginosa BL25,1402566
PRJNA224818,PRJNA219927,Pseudomonas aeruginosa BL24,1402565
PRJNA224819,PRJNA219926,Pseudomonas aeruginosa BL23,1402564
PRJNA224820,PRJNA219925,Pseudomonas aeruginosa BL22,1402563
PRJNA224821,PRJNA219924,Pseudomonas aeruginosa BL21,1402562
PRJNA224822,PRJNA219923,Pseudomonas aeruginosa BL20,1402561
PRJNA224823,PRJNA219922,Pseudomonas aeruginosa BL19,1402560
PRJNA224824,PRJNA219921,Pseudomonas aeruginosa BL18,1402559
PRJNA224825,PRJNA219920,Pseudomonas aeruginosa BL17,1402558
PRJNA224826,PRJNA219919,Pseudomonas aeruginosa BL16,1402557
PRJNA224827,PRJNA219918,Pseudomonas aeruginosa BL15,1402556
PRJNA224828,PRJNA219917,Pseudomonas aeruginosa BL14,1402555
PRJNA224829,PRJNA219916,Pseudomonas aeruginosa BL13,1402554
PRJNA224830,PRJNA219915,Pseudomonas aeruginosa BL12,1402553
PRJNA224831,PRJNA219914,Pseudomonas aeruginosa BL11,1402552
PRJNA224832,PRJNA219913,Pseudomonas aeruginosa BL10,1402551
PRJNA224833,PRJNA219912,Pseudomonas aeruginosa BL09,1402550
PRJNA224834,PRJNA219911,Pseudomonas aeruginosa BL08,1402549
PRJNA224835,PRJNA219910,Pseudomonas aeruginosa BL07,1402548
PRJNA224836,PRJNA219909,Pseudomonas aeruginosa BL06,1402547
PRJNA224837,PRJNA219908,Pseudomonas aeruginosa BL05,1402546
PRJNA224838,PRJNA219907,Pseudomonas aeruginosa BL04,1402545
PRJNA224839,PRJNA219906,Pseudomonas aeruginosa BL03,1402544
PRJNA224840,PRJNA219905,Pseudomonas aeruginosa BL02,1402543
PRJNA224841,PRJNA219903,Pseudomonas aeruginosa BL01,1402542
PRJNA224842,PRJNA219889,Pseudomonas aeruginosa BWHPSA028,1402528
PRJNA224843,PRJNA219888,Pseudomonas aeruginosa BWHPSA027,1402527
PRJNA224844,PRJNA219887,Pseudomonas aeruginosa BWHPSA026,1402526
PRJNA224845,PRJNA219886,Pseudomonas aeruginosa BWHPSA025,1402525
PRJNA224846,PRJNA219885,Pseudomonas aeruginosa BWHPSA024,1402524
PRJNA224847,PRJNA219884,Pseudomonas aeruginosa BWHPSA023,1402523
PRJNA224848,PRJNA219883,Pseudomonas aeruginosa BWHPSA022,1402522
PRJNA224849,PRJNA219882,Pseudomonas aeruginosa BWHPSA021,1402521
PRJNA224850,PRJNA219881,Pseudomonas aeruginosa BWHPSA020,1402520
PRJNA224851,PRJNA219880,Pseudomonas aeruginosa BWHPSA019,1402519
PRJNA224852,PRJNA219879,Pseudomonas aeruginosa BWHPSA018,1402518
PRJNA224853,PRJNA219878,Pseudomonas aeruginosa BWHPSA017,1402517
PRJNA224854,PRJNA219877,Pseudomonas aeruginosa BWHPSA016,1402516
PRJNA224855,PRJNA219876,Pseudomonas aeruginosa BWHPSA015,1402515
PRJNA224856,PRJNA219875,Pseudomonas aeruginosa BWHPSA014,1402514
PRJNA224857,PRJNA219874,Pseudomonas aeruginosa BWHPSA013,1402513
PRJNA224858,PRJNA219873,Pseudomonas aeruginosa BWHPSA012,1402512
PRJNA224859,PRJNA219872,Pseudomonas aeruginosa BWHPSA011,1402511
PRJNA224860,PRJNA219871,Pseudomonas aeruginosa BWHPSA010,1402510
PRJNA224861,PRJNA219870,Pseudomonas aeruginosa BWHPSA009,1402509
PRJNA224862,PRJNA219869,Pseudomonas aeruginosa BWHPSA008,1402508
PRJNA224863,PRJNA219868,Pseudomonas aeruginosa BWHPSA007,1402507
PRJNA224864,PRJNA219867,Pseudomonas aeruginosa BWHPSA006,1402506
PRJNA224865,PRJNA219866,Pseudomonas aeruginosa BWHPSA005,1402505
PRJNA224866,PRJNA219865,Pseudomonas aeruginosa BWHPSA004,1402504
PRJNA224867,PRJNA219864,Pseudomonas aeruginosa BWHPSA003,1402503
PRJNA224868,PRJNA219863,Pseudomonas aeruginosa BWHPSA002,1402502
PRJNA224869,PRJNA219862,Pseudomonas aeruginosa BWHPSA001,1402501
PRJNA224870,PRJNA219861,Pseudomonas aeruginosa X13273,1402500
PRJNA224871,PRJNA219860,Pseudomonas aeruginosa S35004,1402499
PRJNA224872,PRJNA219859,Pseudomonas aeruginosa 6077,1402498
PRJNA224873,PRJNA219858,Pseudomonas aeruginosa 19660,1402497
PRJNA224874,PRJNA219857,Pseudomonas aeruginosa U2504,1402496
PRJNA224875,PRJNA219856,Pseudomonas aeruginosa JJ692,1402495
PRJNA224876,PRJNA219855,Pseudomonas aeruginosa S54485,1402494
PRJNA224877,PRJNA219854,Pseudomonas aeruginosa UDL,1402493
PRJNA224878,PRJNA219853,Pseudomonas aeruginosa X24509,1402492
PRJNA224879,PRJNA219852,Pseudomonas aeruginosa CF5,1402491
PRJNA224880,PRJNA219851,Pseudomonas aeruginosa CF27,1402490
PRJNA224881,PRJNA219850,Pseudomonas aeruginosa CF18,1402489
PRJNA224882,PRJNA219849,Pseudomonas aeruginosa CF127,1402488
PRJNA224883,PRJNA219848,Pseudomonas aeruginosa MSH10,1402487
PRJNA224884,PRJNA219847,Pseudomonas aeruginosa MSH3,1402486
PRJNA224885,PRJNA219846,Pseudomonas aeruginosa E2,1163395
PRJNA224886,PRJNA219845,Pseudomonas aeruginosa 62,1402485
PRJNA224887,PRJNA52997,Rothia aeria F0184,888019
PRJNA224888,PRJNA78465,Salmonella enterica subsp. enterica serovar Agona str. 311387-1,1124920
PRJNA224889,PRJNA78461,Salmonella enterica subsp. enterica serovar Agona str. 339787,1124918
PRJNA224890,PRJNA78433,Salmonella enterica subsp. enterica serovar Agona str. 460004 2-1,1124917
PRJNA224891,PRJNA78431,Salmonella enterica subsp. enterica serovar Agona str. 460004 1-1,1124916
PRJNA224892,PRJNA78429,Salmonella enterica subsp. enterica serovar Agona str. 447967 2-1,1124915
PRJNA224893,PRJNA78427,Salmonella enterica subsp. enterica serovar Agona str. 447967 1-1,1124914
PRJNA224894,PRJNA78425,Salmonella enterica subsp. enterica serovar Agona str. 442692 2-5,1124913
PRJNA224895,PRJNA78423,Salmonella enterica subsp. enterica serovar Agona str. 442692 2-4,1124912
PRJNA224896,PRJNA78421,Salmonella enterica subsp. enterica serovar Agona str. 409753-6,1124911
PRJNA224897,PRJNA78419,Salmonella enterica subsp. enterica serovar Agona str. 620239,1124910
PRJNA224898,PRJNA78417,Salmonella enterica subsp. enterica serovar Agona str. 557928,1124909
PRJNA224899,PRJNA78415,Salmonella enterica subsp. enterica serovar Agona str. 467481,1124908
PRJNA224900,PRJNA78413,Salmonella enterica subsp. enterica serovar Agona str. 432613,1124907
PRJNA224901,PRJNA78411,Salmonella enterica subsp. enterica serovar Agona str. 266757-1,1124906
PRJNA224902,PRJNA78405,Salmonella enterica subsp. enterica serovar Muenster str. 660,1124963
PRJNA224903,PRJNA78349,Salmonella enterica subsp. enterica serovar Saintpaul str. 9712,1124964
PRJNA224904,PRJNA41461,Salmonella enterica subsp. enterica serovar Rissen str. 150,687914
PRJNA224905,PRJNA50691,"Salmonella enterica subsp. enterica serovar 4,[5],12:i:- str. 08-1700",866914
PRJNA224906,PRJNA50693,"Salmonella enterica subsp. enterica serovar 4,[5],12:i:- str. 08-1739",866915
PRJNA224907,PRJNA50695,Salmonella enterica subsp. enterica serovar Kentucky str. 29439,866919
PRJNA224908,PRJNA53267,Salmonella enterica subsp. enterica serovar Javiana str. ATCC BAA-1593,891420
PRJNA224909,PRJNA183800,Escherichia coli 113302,1268977
PRJNA224910,PRJNA183803,Escherichia coli 907391,1268980
PRJNA224911,PRJNA183804,Escherichia coli 907446,1268981
PRJNA224912,PRJNA183805,Escherichia coli 907672,1268982
PRJNA224913,PRJNA183806,Escherichia coli 907700,1268983
PRJNA224914,PRJNA183807,Escherichia coli 907701,1268984
PRJNA224915,PRJNA183808,Escherichia coli 907710,1268985
PRJNA224916,PRJNA183810,Escherichia coli 907715,1268987
PRJNA224917,PRJNA183812,Escherichia coli 907889,1268989
PRJNA224918,PRJNA183813,Escherichia coli 907892,1268990
PRJNA224919,PRJNA183814,Escherichia coli 908519,1268991
PRJNA224920,PRJNA183815,Escherichia coli 908521,1268992
PRJNA224921,PRJNA183816,Escherichia coli 908522,1268993
PRJNA224922,PRJNA183817,Escherichia coli 908524,1268994
PRJNA224923,PRJNA183818,Escherichia coli 908525,1268995
PRJNA224924,PRJNA183819,Escherichia coli 908541,1268996
PRJNA224925,PRJNA183820,Escherichia coli 908555,1268997
PRJNA224926,PRJNA183821,Escherichia coli 908573,1268998
PRJNA224927,PRJNA183822,Escherichia coli 908585,1268999
PRJNA224928,PRJNA183823,Escherichia coli 908616,1269000
PRJNA224929,PRJNA183824,Escherichia coli 908624,1269001
PRJNA224930,PRJNA183825,Escherichia coli 908632,1269002
PRJNA224931,PRJNA183826,Escherichia coli 908658,1269003
PRJNA224932,PRJNA183827,Escherichia coli 908675,1269004
PRJNA224933,PRJNA183828,Escherichia coli 908691,1269005
PRJNA224934,PRJNA183833,Escherichia coli 910096-2,1269010
PRJNA224935,PRJNA183831,Escherichia coli A25922R,1269008
PRJNA224936,PRJNA183832,Escherichia coli A35218R,1269009
PRJNA224937,PRJNA198877,Eubacterium brachy ATCC 33089,1321814
PRJNA224938,PRJNA183798,Escherichia coli 110957,1268975
PRJNA224939,PRJNA183799,Escherichia coli 113290,1268976
PRJNA224940,PRJNA183801,Escherichia coli 113303,1268978
PRJNA224941,PRJNA183802,Escherichia coli 907357,1268979
PRJNA224942,PRJNA183809,Escherichia coli 907713,1268986
PRJNA224943,PRJNA183811,Escherichia coli 907779,1268988
PRJNA224944,PRJNA183830,Escherichia coli 909945-2,1269007
PRJNA224945,PRJNA183829,Klebsiella pneumoniae 909957,1269006
PRJNA225026,PRJNA212861,Pseudomonas aeruginosa PAO1-VE2,1367493
PRJNA225027,PRJNA212862,Pseudomonas aeruginosa PAO1-VE13,1367494
PRJNA225028,PRJNA218564,Lactococcus lactis subsp. lactis KLDS 4.0325,1399116
PRJNA225029,PRJNA219420,Clostridium autoethanogenum DSM 10061,1341692
PRJNA225030,PRJEB1231,Candidatus Phytoplasma solani 284/09,1273548
PRJNA225462,PRJEB4503,Acinetobacter pittii 42F,1147132
PRJNA225463,PRJEB4504,Acinetobacter nosocomialis 28F,1147131
PRJNA225464,PRJEB4823,Lactococcus lactis subsp. lactis Dephy 1,1390360
PRJNA225465,PRJEB1541,Lactobacillus helveticus CIRM-BIA 951,1226334
PRJNA225466,PRJEB1540,Lactobacillus helveticus CIRM-BIA 104,1226333
PRJNA225467,PRJEB1537,Lactobacillus helveticus CIRM-BIA 103,1226332
PRJNA225468,PRJEB1536,Lactobacillus helveticus CIRM-BIA 101,1226336
PRJNA225500,PRJNA61005,Agaricus bisporus var. bisporus H97,936046
PRJNA225502,PRJNA41157,Batrachochytrium dendrobatidis JAM81,684364
PRJNA225504,PRJNA33673,Candida tenuis ATCC 10573,590646
PRJNA225505,PRJNA47065,Chaetomium thermophilum var. thermophilum DSM 1495,759272
PRJNA225509,PRJNA171218,Colletotrichum gloeosporioides Nara gc5,1213859
PRJNA225510,PRJNA41129,Cordyceps militaris CM01,983644
PRJNA225512,PRJNA56107,Fomitiporia mediterranea MF3/22,694068
PRJNA225516,PRJNA32885,Serpula lacrymans var. lacrymans S7.9,578457
PRJNA225527,PRJNA53891,Spathaspora passalidarum NRRL Y-27907,619300
PRJNA225528,PRJNA52843,Stereum hirsutum FP-91666 SS1,721885
PRJNA225529,PRJNA32829,Tremella mesenterica DSM 1558,578456
PRJNA225530,PRJNA15571,Trichoderma reesei QM6a,431241
PRJNA225533,PRJNA64975,Wallemia sebi CBS 633.66,671144
PRJNA225540,PRJNA72639,Salmonella enterica subsp. enterica serovar Pullorum str. 13036,1079471
PRJNA225541,PRJNA65255,Salmonella enterica subsp. enterica serovar Agona str. SA-4,1003188
PRJNA225542,PRJNA65253,Salmonella enterica subsp. enterica serovar Agona str. SA-5,1003189
PRJNA225543,PRJNA62865,Salmonella enterica subsp. enterica serovar Newport str. 637564_17,984250
PRJNA225544,PRJNA61147,Salmonella enterica subsp. enterica serovar Agona str. ATCC BAA-707,935703
PRJNA225545,PRJNA46909,Salmonella enterica subsp. enterica serovar Senftenberg str. 361154004,749965
PRJNA225546,PRJNA46893,Salmonella enterica subsp. enterica serovar Senftenberg str. 423984-1,749960
PRJNA225547,PRJNA42917,Salmonella enterica subsp. enterica serovar Paratyphi B str. SARA61,702984
PRJNA225548,PRJNA86767,Salmonella enterica subsp. enterica serovar Kentucky str. 0253,1156551
PRJNA225549,PRJNA66691,Salmonella enterica subsp. enterica serovar Agona str. 0322,1029990
PRJNA225550,PRJNA66689,Salmonella enterica subsp. enterica serovar Agona str. 0292,1029989
PRJNA225551,PRJNA65261,Salmonella enterica subsp. enterica serovar Agona str. SA-1,1003185
PRJNA225552,PRJNA65259,Salmonella enterica subsp. enterica serovar Agona str. SA-2,1003186
PRJNA225553,PRJNA65257,Salmonella enterica subsp. enterica serovar Agona str. SA-3,1003187
PRJNA225554,PRJNA63707,Salmonella enterica subsp. enterica serovar Newport str. RI_10P079,997345
